,address,affordable_units,block,lat,latest_date,latlng,lon,lot,net_units,status,units,year,zone,unitcat
185,"54 PERALTA AV, San Francisco, CA",,3117,37.7481213,2013-08-09T00:00:00.000,"37.7481213,-122.405923,OK",-122.405923,20,-1.0,OK,2,2013,RM-1,4
186,"542 MORAGA ST, San Francisco, CA",,7117,37.756668,2013-04-23T00:00:00.000,"37.756668,-122.468745,OK",-122.468745,5,-1.0,OK,1,2013,CCB,4
187,"55 09TH ST, San Francisco, CA",,6009,37.7771109,2013-07-30T00:00:00.000,"37.7771109,-122.4151529,OK",-122.4151529,50,-1.0,OK,1,2013,RM-1,4
188,"562 28TH ST, San Francisco, CA",,5727,37.745064,2013-07-08T00:00:00.000,"37.745064,-122.434729,OK",-122.434729,29,-1.0,OK,1,2013,UMU,4
189,"577 29TH ST, San Francisco, CA",,1198,,2013-03-25T00:00:00.000,,,5,-1.0,,8,2013,RH-2,4
190,"60 PERALTA AV, San Francisco, CA",,6236,37.74807,2013-01-09T00:00:00.000,"37.74807,-122.4060127,OK",-122.4060127,60,-1.0,OK,1,2013,RH-1,4
191,"601 BRODERICK ST, San Francisco, CA",,2416,37.7758475,2013-10-24T00:00:00.000,"37.7758475,-122.4399515,OK",-122.4399515,,-1.0,OK,-1,2013,RH-1,4
192,"615 UNION ST, San Francisco, CA",,5337,37.8002048,2013-05-03T00:00:00.000,"37.8002048,-122.4095777,OK",-122.4095777,10,-1.0,OK,1,2013,RH-1,4
193,"618 NATOMA ST, San Francisco, CA",,6503,37.7781421,2013-07-12T00:00:00.000,"37.7781421,-122.4105653,OK",-122.4105653,24,-1.0,OK,1,2013,RED ,4
194,"620 27TH AV, San Francisco, CA",,6736,37.77761040000001,2013-03-04T00:00:00.000,"37.77761040000001,-122.4867265,OK",-122.4867265,17,-1.0,OK,1,2013,RH-2,4
195,"622 27TH AV, San Francisco, CA",,7049,37.777598,2013-03-28T00:00:00.000,"37.777598,-122.486377,OK",-122.486377,11,-1.0,OK,1,2013,CCB,4
196,"63 WEST POINT RD, San Francisco, CA",,2126,37.7362474,2013-10-15T00:00:00.000,"37.7362474,-122.3808471,OK",-122.3808471,23,-1.0,OK,2,2013,RH-2,4
197,"642 HAYES ST, San Francisco, CA",,5462,37.776573,2013-01-22T00:00:00.000,"37.776573,-122.427055,OK",-122.427055,14,-1.0,OK,1,2013,RH-2,4
198,"69 SUMMIT WY, San Francisco, CA",,7019,37.7139691,2013-06-24T00:00:00.000,"37.7139691,-122.4744807,OK",-122.4744807,22,-1.0,OK,1,2013,RH-2,4
199,"701 LONG BRIDGE ST, San Francisco, CA",,6004,37.7732872,2013-09-06T00:00:00.000,"37.7732872,-122.3917127,OK",-122.3917127,17,-1.0,OK,1,2013,NCT-3,4
200,"710 COLE ST, San Francisco, CA",,3093,,2013-08-15T00:00:00.000,,,9,-1.0,,1,2013,RH-2,4
201,"72 GOLD MINE DR, San Francisco, CA",,2968B,37.743855,2013-01-28T00:00:00.000,"37.743855,-122.4373264,OK",-122.4373264,8,-1.0,OK,1,2013,RM-1,4
202,"721 YORK ST, San Francisco, CA",,2501A,37.759709,2013-05-15T00:00:00.000,"37.759709,-122.408639,OK",-122.408639,10,-1.0,OK,1,2013,RM-1,4
203,"727 29TH AV, San Francisco, CA",,7057,37.77553899999999,2013-10-01T00:00:00.000,"37.77553899999999,-122.489031,OK",-122.489031,15,-1.0,OK,1,2013,RH-3,4
204,"735 CLAYTON ST, San Francisco, CA",,6250,37.7681438,2013-06-12T00:00:00.000,"37.7681438,-122.4485447,OK",-122.4485447,7,-1.0,OK,1,2013,RED-MX,4
205,"740 BAY ST, San Francisco, CA",,7053,37.805188,2013-09-12T00:00:00.000,"37.805188,-122.419303,OK",-122.419303,34,-1.0,OK,1,2013,RH-2,4
206,"75 LANSING ST, San Francisco, CA",,1683,37.785712,2013-02-08T00:00:00.000,"37.785712,-122.3942331,OK",-122.3942331,,-1.0,OK,1,2013,RH-2,4
207,"758 SPRUCE ST, San Francisco, CA",,1635,37.7809494,2013-07-22T00:00:00.000,"37.7809494,-122.4527982,OK",-122.4527982,21,-1.0,OK,1,2013,RH-1,4
208,"764 17TH AV, San Francisco, CA",,1657,37.773671,2013-03-08T00:00:00.000,"37.773671,-122.475344,OK",-122.475344,3,-1.0,OK,2,2013,RH-2,4
209,"8 OCTAVIA ST, San Francisco, CA",,2755,37.7725981,2013-08-02T00:00:00.000,"37.7725981,-122.4234298,OK",-122.4234298,13,-1.0,OK,2,2013,RH-2,4
210,"80 MISSOURI ST, San Francisco, CA",,3729,37.7656735,2013-06-05T00:00:00.000,"37.7656735,-122.3970446,OK",-122.3970446,27,-1.0,OK,1,2013,RC-4,4
211,"80 SYCAMORE ST, San Francisco, CA",,4093,37.7627769,2013-11-14T00:00:00.000,"37.7627769,-122.4210789,OK",-122.4210789,7,-1.0,OK,-1,2013,RH-2,4
212,"807 LYON ST, San Francisco, CA",,3209,37.778448,2013-02-22T00:00:00.000,"37.778448,-122.443896,OK",-122.443896,,-1.0,OK,1,2013,RH-3,4
213,"807 ROLPH ST, San Francisco, CA",,7031,37.7117002,2013-07-11T00:00:00.000,"37.7117002,-122.4297527,OK",-122.4297527,15,-1.0,OK,1,2013,MUR,4
214,"814 HAYES ST, San Francisco, CA",,991,37.776231,2013-09-10T00:00:00.000,"37.776231,-122.429933,OK",-122.429933,15,-2.0,OK,1,2013,RH-1,4
215,"827 NORTH POINT ST, San Francisco, CA",,3755,37.8053749,2013-08-28T00:00:00.000,"37.8053749,-122.4208678,OK",-122.4208678,101,-13.0,OK,2,2013,RC-4,4
216,"833 JAMESTOWN AV, San Francisco, CA",,323,37.717174,2013-06-19T00:00:00.000,"37.717174,-122.392222,OK",-122.392222,15,-19.0,OK,154,2013,RC-4,4
217,"837 JAMESTOWN AV, San Francisco, CA",,3702,37.7169929,2013-07-30T00:00:00.000,"37.7169929,-122.3908,OK",-122.3908,52,-418.0,OK,-418,2013,RH-1 (D),4
0,"1000 MASON ST, San Francisco, CA",27,8720,37.7930742,,"37.7930742,-122.4107104,OK",-122.4107104,1,319.0,OK,319,2012,MB-RA,2
1,"1000 POWELL ST, San Francisco, CA",39,4058,37.7941048,27-Nov-12,"37.7941048,-122.4093554,OK",-122.4093554,10,196.0,OK,196,2012,UMU,1
2,"101 DUBOCE AV, San Francisco, CA",174,345,37.7697085,21-Dec-12,"37.7697085,-122.422638,OK",-122.422638,32,174.0,OK,174,2012,C-3-G,1
3,"1017 CAPITOL AV, San Francisco, CA",26,3180,,29-May-12,,,3,173.0,,173,2012,NC-2,1
4,"1028 WISCONSIN ST, San Francisco, CA",19,3788,,28-Dec-12,,,12,94.0,,94,2012,SLI,1
5,"1066 JAMESTOWN AV, San Francisco, CA",76,3513,37.7193862,10/18/2012,"37.7193862,-122.3947366,OK",-122.3947366,8,76.0,OK,76,2012,P,1
6,"1078 HAMPSHIRE ST, San Francisco, CA",4,3532,37.754872,15-Jun-12,"37.754872,-122.40776,OK",-122.40776,14,40.0,OK,40,2012,NCT-3,0
7,"1080 SUTTER ST, San Francisco, CA",32,756,37.78817919999999,23-May-12,"37.78817919999999,-122.4179624,OK",-122.4179624,1,32.0,OK,32,2012,P/NC-3,0
8,"110 MIDDLE POINT RD, San Francisco, CA",4,4228,37.7363367,12-Jun-12,"37.7363367,-122.3794381,OK",-122.3794381,10,32.0,OK,32,2012,PDR-1-G,0
9,"112 WEST POINT RD, San Francisco, CA",,599,37.736044,27-Feb-12,"37.736044,-122.3807864,OK",-122.3807864,8,26.0,OK,26,2012,RC-4,0
10,"1146 CASTRO ST, San Francisco, CA",25,3731,37.7522515,15-May-12,"37.7522515,-122.4343565,OK",-122.4343565,74,25.0,OK,55,2012,MUG,0
11,"1155 04TH ST, San Francisco, CA",,1101,37.7732713,10/10/12,"37.7732713,-122.3909647,OK",-122.3909647,48,21.0,OK,21,2012,NC-2,0
12,"1170 SACRAMENTO ST, San Francisco, CA",19,346,37.7929129,20-Nov-12,"37.7929129,-122.4122041,OK",-122.4122041,5,19.0,OK,70,2012,C-3-G,0
13,"1190 04TH ST, San Francisco, CA",,3588,37.7732287,12-Oct-12,"37.7732287,-122.3914643,OK",-122.3914643,12,17.0,OK,17,2012,Valencia St NCT,0
14,"120 MIDDLE POINT RD, San Francisco, CA",2,3554,37.7363793,26-Nov-12,"37.7363793,-122.3794371,OK",-122.3794371,27,16.0,OK,16,2012,Valencia St NCT,0
15,"120 WEST POINT RD, San Francisco, CA",,3794,,26-Nov-12,,,,14.0,,14,2012,MUO,0
16,"121 GOLDEN GATE AV, San Francisco, CA",13,4624,37.7818641,14-Dec-12,"37.7818641,-122.4125452,OK",-122.4125452,4,13.0,OK,13,2012,RM-1,0
17,"1234 VALENCIA ST, San Francisco, CA",2,1028,37.753113,30-Nov-12,"37.753113,-122.4210415,OK",-122.4210415,28,13.0,OK,13,2012,NC-2,0
18,"1235 BUSH ST, San Francisco, CA",11,4624,37.78879939999999,14-Dec-12,"37.78879939999999,-122.4176124,OK",-122.4176124,4,11.0,OK,11,2012,RM-1,0
19,"125 TRENTON ST, San Francisco, CA",2,3726,37.7961585,12-Feb-12,"37.7961585,-122.4093167,OK",-122.4093167,75,11.0,OK,11,2012,RED,0
20,"126 MULLEN AV, San Francisco, CA",,3588,37.74623649999999,29-Mar-12,"37.74623649999999,-122.4085625,OK",-122.4085625,1,9.0,OK,9,2012,Valencia St NCT,0
21,"1265 BAY ST, San Francisco, CA",,1433,37.803511,26-Sep-12,"37.803511,-122.42784,OK",-122.42784,3,8.0,OK,8,2012,RM-2,0
22,"1266 09TH AV, San Francisco, CA",,6601,37.7646394,30-Oct-12,"37.7646394,-122.4661411,OK",-122.4661411,6,6.0,OK,6,2012,NC-1,0
23,"1275 INDIANA ST, San Francisco, CA",1,3211,37.75419249999999,24-Jul-12,"37.75419249999999,-122.3905999,OK",-122.3905999,9,5.0,OK,5,2012,NC-1,0
24,"130 BLANKEN AV, San Francisco, CA",,3753,37.711696,09-Nov-12,"37.711696,-122.400396,OK",-122.400396,21,4.0,OK,4,2012,MUR,0
25,"130 PALM AV, San Francisco, CA",,3736,37.7830326,06-Jan-12,"37.7830326,-122.4575388,OK",-122.4575388,79,4.0,OK,4,2012,C-3-O(SD),0
26,"130 WEST POINT RD, San Francisco, CA",,500,,24-Apr-12,,,15,4.0,,4,2012,RH-3,0
27,"1320 21ST AV, San Francisco, CA",,1160,37.76300519999999,05-Jun-12,"37.76300519999999,-122.4790485,OK",-122.4790485,5,3.0,OK,3,2012,RH-3,0
28,"1324 FRANCISCO ST, San Francisco, CA",,3594,37.8031422,08-May-12,"37.8031422,-122.4271292,OK",-122.4271292,9,2.0,OK,4,2012,RM-1,0
29,"1326 FRANCISCO ST, San Francisco, CA",,6634,37.8031307,28-Mar-12,"37.8031307,-122.4271218,OK",-122.4271218,15,3.0,OK,3,2012,RH-3,0
30,"133 ELSIE ST, San Francisco, CA",,220,37.7424475,23-Mar-12,"37.7424475,-122.4177191,OK",-122.4177191,27,3.0,OK,3,2012,RM-3,0
31,"1338 UNION ST, San Francisco, CA",,3729,37.799197,02-Jul-12,"37.799197,-122.421426,OK",-122.421426,81,3.0,OK,3,2012,SLR,0
32,"1345 SILVER AV, San Francisco, CA",,3589,37.731317,27-Apr-12,"37.731317,-122.409925,OK",-122.409925,23,3.0,OK,3,2012,RTO-Mission,0
33,"135 YUKON ST, San Francisco, CA",,220,37.7574619,23-Mar-12,"37.7574619,-122.4422559,OK",-122.4422559,27,3.0,OK,3,2012,RM-3,0
34,"1370 UTAH ST, San Francisco, CA",,254,37.7521638,21-Aug-12,"37.7521638,-122.4054242,OK",-122.4054242,80,2.0,OK,14,2012,RM-4,0
35,"1379 REVERE AV, San Francisco, CA",,1219,37.729111,17-Jul-12,"37.729111,-122.386192,OK",-122.386192,11,2.0,OK,4,2012,RM-2,0
36,"1390 MARKET ST, San Francisco, CA",,3568,37.777311,18-Apr-12,"37.777311,-122.4172441,OK",-122.4172441,57,3.0,OK,3,2012,RTO-Mission,0
37,"140 MIDDLE POINT RD, San Francisco, CA",,4211,,19-Jan-12,,,9,2.0,,3,2012,RH-3,0
38,"1401 DIVISADERO ST, San Francisco, CA",,1772,37.782632,06-Feb-12,"37.782632,-122.439625,OK",-122.439625,13,2.0,OK,3,2012,INNER SUNSET,0
39,"1401 LYON ST, San Francisco, CA",,1550,37.7837785,23-Oct-12,"37.7837785,-122.444868,OK",-122.444868,29,2.0,OK,3,2012,RM-1,0
40,"1409 HUDSON AV, San Francisco, CA",,6634,37.737797,26-Mar-12,"37.737797,-122.384844,OK",-122.384844,15,2.0,OK,3,2012,RH-3,0
41,"1410 JEFFERSON ST, San Francisco, CA",,502,37.8058057,05-Jul-12,"37.8058057,-122.4358963,OK",-122.4358963,9,2.0,OK,2,2012,RH-3,0
42,"1411 MARKET ST, San Francisco, CA",1,3548,37.7761331,08-Aug-12,"37.7761331,-122.4173382,OK",-122.4173382,7,1.0,OK,3,2012,UMU,0
43,"142 WEST POINT RD, San Francisco, CA",,1073,37.735433,03-Oct-12,"37.735433,-122.3805638,OK",-122.3805638,8,2.0,OK,2,2012,RH-3,0
44,"1430 LARKIN ST, San Francisco, CA",,6548,37.7912757,23-Apr-12,"37.7912757,-122.4189262,OK",-122.4189262,6,2.0,OK,2,2012,RH-2,0
45,"1432 YORK ST, San Francisco, CA",,6505,37.749176,06-Aug-12,"37.749176,-122.408116,OK",-122.408116,47,2.0,OK,2,2012,RH-2,0
46,"146 WEST POINT RD, San Francisco, CA",,226,37.7353574,17-Aug-12,"37.7353574,-122.3805066,OK",-122.3805066,7,2.0,OK,2,2012,CCB,0
47,"148 MIDDLE POINT RD, San Francisco, CA",,3596,37.736518,31-Jul-12,"37.736518,-122.3794338,OK",-122.3794338,,2.0,OK,2,2012,NC-1,0
48,"149 NEWMAN ST, San Francisco, CA",,7092,,21-Mar-12,,,70,1.0,,1,2012,RH-1,0
49,"1515 15TH ST, San Francisco, CA",1,578,37.7665977,12-Jan-12,"37.7665977,-122.4181501,OK",-122.4181501,8,1.0,OK,13,2012,RM-2,0
50,"152 ELSIE ST, San Francisco, CA",1,851,37.7420345,09-May-12,"37.7420345,-122.4184152,OK",-122.4184152,12,1.0,OK,4,2012,RTO,0
51,"1530 48TH AV, San Francisco, CA",1,6346,37.7578578,09-Nov-12,"37.7578578,-122.5074585,OK",-122.5074585,14,1.0,OK,4,2012,NC-3,0
52,"154 BROAD ST, San Francisco, CA",1,3755,37.713463,15-Nov-12,"37.713463,-122.458028,OK",-122.458028,110,1.0,OK,3,2012,RED,0
53,"154 WEST POINT RD, San Francisco, CA",1,651,37.7352943,07-May-12,"37.7352943,-122.3802947,OK",-122.3802947,10,1.0,OK,3,2012,RH-2,0
54,"160 14TH ST, San Francisco, CA",,4085,37.7686704,18-Oct-12,"37.7686704,-122.4169583,OK",-122.4169583,26,2.0,OK,2,2012,RH-2,0
55,"1600 MARKET ST, San Francisco, CA",1,185,37.7740446,28-Sep-12,"37.7740446,-122.4210278,OK",-122.4210278,20,1.0,OK,3,2012,RM-1,0
56,"162 WEST POINT RD, San Francisco, CA",1,3632,37.7353265,17-May-12,"37.7353265,-122.3800762,OK",-122.3800762,24,1.0,OK,2,2012,RH-3,0
57,"1622 11TH AV, San Francisco, CA",1,4272,37.757884,21-Feb-12,"37.757884,-122.467701,OK",-122.467701,14,1.0,OK,2,2012,RH-2,0
58,"1645 PACIFIC AV, San Francisco, CA",1,6692,37.794657,29-Jun-12,"37.794657,-122.422326,OK",-122.422326,63,1.0,OK,2,2012,RH-2,0
59,"165 BRUSSELS ST, San Francisco, CA",1,5504,,07-Dec-12,,,,1.0,,2,2012,RH-2,0
60,"1710 DIAMOND ST, San Francisco, CA",1,1288,37.7438471,20-Sep-12,"37.7438471,-122.4358179,OK",-122.4358179,5,1.0,OK,2,2012,RH-2,0
61,"1710 DIAMOND ST, San Francisco, CA",1,2349,37.7438471,11-May-12,"37.7438471,-122.4358179,OK",-122.4358179,12,1.0,OK,2,2012,RH-2,0
62,"1717 17TH ST, San Francisco, CA",1,3534,37.7644775,2/8/12,"37.7644775,-122.4008576,OK",-122.4008576,5,1.0,OK,2,2012,RTO,0
63,"1718 DIAMOND ST, San Francisco, CA",1,1419,37.7437753,18-Jun-12,"37.7437753,-122.4358373,OK",-122.4358373,3,1.0,OK,2,2012,RH-2,0
64,"1728 DIAMOND ST, San Francisco, CA",1,634,37.7436993,25-Apr-12,"37.7436993,-122.4357209,OK",-122.4357209,,1.0,OK,2,2012,RH-3,0
65,"173 MARSTON AV, San Francisco, CA",1,5290,37.7273051,29-Oct-12,"37.7273051,-122.4477565,OK",-122.4477565,51,1.0,OK,2,2012,RH-2,0
66,"1738 DIAMOND ST, San Francisco, CA",1,4761,37.743615,16-May-12,"37.743615,-122.4357997,OK",-122.4357997,38,1.0,OK,2,2012,RH-2,0
67,"174 WEST POINT RD, San Francisco, CA",1,6592,37.7353265,20-Jul-12,"37.7353265,-122.3800762,OK",-122.3800762,16,1.0,OK,2,2012,RH-2,0
68,"1771 WASHINGTON ST, San Francisco, CA",1,1677,37.7930012,25-Jan-12,"37.7930012,-122.422178,OK",-122.422178,6,1.0,OK,2,2012,RH-2,0
69,"178 WEST POINT RD, San Francisco, CA",1,1371,37.7353265,11-Jun-12,"37.7353265,-122.3800762,OK",-122.3800762,39,1.0,OK,2,2012,RH-2,0
70,"179 DELMAR ST, San Francisco, CA",1,933,,02-May-12,,,4,1.0,,2,2012,RH-3,0
71,"180 YUKON ST, San Francisco, CA",1,1012,37.7572717,05-Jul-12,"37.7572717,-122.4423515,OK",-122.4423515,12,1.0,OK,2,2012,RH-3,0
72,"1800 VAN NESS AV, San Francisco, CA",1,1431,37.7925491,15-Feb-12,"37.7925491,-122.4222916,OK",-122.4222916,13,1.0,OK,2,2012,RM-1,0
73,"1841 STOCKTON ST, San Francisco, CA",1,2044,37.8027119,06-Mar-12,"37.8027119,-122.4096655,OK",-122.4096655,,1.0,OK,2,2012,RH-2,0
74,"185 CHANNEL ST, San Francisco, CA",1,2830,37.7742388,11-Dec-12,"37.7742388,-122.3910847,OK",-122.3910847,4,1.0,OK,2,2012,RH-2,0
75,"1870 GOLDEN GATE AV, San Francisco, CA",1,7112,37.77859,11-Oct-12,"37.77859,-122.441443,OK",-122.441443,10,1.0,OK,2,2012,RH-2,0
76,"1927 GOLDEN GATE AV, San Francisco, CA",1,6543,37.77802399999999,02-Oct-12,"37.77802399999999,-122.442366,OK",-122.442366,12,1.0,OK,2,2012,RH-2,0
77,"194 PARKER AV, San Francisco, CA",1,2692,37.7818166,5-Apr-12,"37.7818166,-122.4542379,OK",-122.4542379,30,1.0,OK,2,2012,RH-2,0
78,"1945 HYDE ST, San Francisco, CA",1,2649,37.7988349,04-Oct-12,"37.7988349,-122.4192567,OK",-122.4192567,13,1.0,OK,2,2012,RH-3,0
79,"1963 OAKDALE AV, San Francisco, CA",1,3557,37.738239,12-Jul-12,"37.738239,-122.397294,OK",-122.397294,24,1.0,OK,2,2012,RTO,0
80,"1973 FILBERT ST, San Francisco, CA",1,1152,37.79823200000001,09-Nov-12,"37.79823200000001,-122.431767,OK",-122.431767,6,1.0,OK,6,2012,RH-3,0
81,"1998 MARKET ST, San Francisco, CA",1,543,,06-Nov-12,,,14,1.0,,3,2012,RH-3,0
82,"2 CIELITO DR, San Francisco, CA",1,185,37.71025059999999,01-Oct-12,"37.71025059999999,-122.4219006,OK",-122.4219006,20,1.0,OK,3,2012,RM-1,0
83,"2000 20TH ST, San Francisco, CA",1,3632,37.7598717,05-Nov-12,"37.7598717,-122.4013773,OK",-122.4013773,22,1.0,OK,2,2012,RH-3,0
84,"201 BEVERLY ST, San Francisco, CA",1,2349,37.7197663,23-Mar-12,"37.7197663,-122.4719036,OK",-122.4719036,31,1.0,OK,2,2012,RH-2,0
85,"201 WEST POINT RD, San Francisco, CA",,5628,37.7352749,24-Sep-12,"37.7352749,-122.3794269,OK",-122.3794269,46,1.0,OK,1,2012,RH-1,0
86,"2010 QUESADA AV, San Francisco, CA",,2819,37.736839,,"37.736839,-122.3972256,OK",-122.3972256,38,1.0,OK,1,2012,RH-1(D),0
87,"2028 BEACH ST, San Francisco, CA",,7067,37.80412500000001,07-Mar-12,"37.80412500000001,-122.442555,OK",-122.442555,14,1.0,OK,1,2012,RH-1,0
88,"203 LOS PALMOS DR, San Francisco, CA",,660,37.7358299,14-Nov-12,"37.7358299,-122.4492508,OK",-122.4492508,27,1.0,OK,1,2012,RH-2,0
89,"205 TOPEKA AV, San Francisco, CA",,7067,37.73334,06-Mar-12,"37.73334,-122.397353,OK",-122.397353,14,1.0,OK,1,2012,RH-1,0
90,"207 LOS PALMOS DR, San Francisco, CA",,6722,37.7358226,23-May-12,"37.7358226,-122.4493346,OK",-122.4493346,18,1.0,OK,1,2012,RH-1,0
91,"209 DUBLIN ST, San Francisco, CA",,6727,37.7166629,07-Dec-12,"37.7166629,-122.427491,OK",-122.427491,38,1.0,OK,1,2012,RH-1,0
92,"2121 03RD ST, San Francisco, CA",,3604,37.7626998,17-May-12,"37.7626998,-122.3882527,OK",-122.3882527,1,1.0,OK,1,2012,RH-1,0
93,"213 LOS PALMOS DR, San Francisco, CA",,6034,37.7358181,06-Jan-12,"37.7358181,-122.4494332,OK",-122.4494332,15,1.0,OK,1,2012,RH-1,0
94,"2137 BEACH ST, San Francisco, CA",,2719,37.803531,10-Feb-12,"37.803531,-122.4443035,OK",-122.4443035,47,1.0,OK,1,2012,RH-2,0
95,"2152 LYON ST, San Francisco, CA",,2719,37.790874,10-Feb-12,"37.790874,-122.4461045,OK",-122.4461045,47,1.0,OK,1,2012,RH-2,0
96,"2157 GREEN ST, San Francisco, CA",,6120,37.7961438,25-May-12,"37.7961438,-122.4346848,OK",-122.4346848,16,1.0,OK,1,2012,RH-1,0
97,"2157 LOMBARD ST, San Francisco, CA",,3011,37.7995299,29-May-12,"37.7995299,-122.4369355,OK",-122.4369355,47,1.0,OK,1,2012,RH-1(D),0
98,"2175 MARKET ST, San Francisco, CA",,7067,37.7663573,06-Mar-12,"37.7663573,-122.4300444,OK",-122.4300444,14,1.0,OK,1,2012,RH-1,0
99,"2209 CAYUGA AV, San Francisco, CA",,7067,37.7099045,07-Mar-12,"37.7099045,-122.4547155,OK",-122.4547155,14,1.0,OK,1,2012,RH-1,0
100,"2210 MARKET ST, San Francisco, CA",,7067,37.7657233,07-Mar-12,"37.7657233,-122.431322,OK",-122.431322,14,1.0,OK,1,2012,RH-1,0
101,"2224 CASTRO ST, San Francisco, CA",,7067,37.743614,07-Mar-12,"37.743614,-122.433628,OK",-122.433628,14,1.0,OK,1,2012,RH-1,0
102,"230 02ND AV, San Francisco, CA",,7204,,29-Oct-12,,,,1.0,,1,2012,RH-1(D),0
103,"230 11TH ST, San Francisco, CA",,1895,37.772532,18-May-12,"37.772532,-122.415292,OK",-122.415292,6,1.0,OK,1,2012,RH-2,0
104,"233 LAIDLEY ST, San Francisco, CA",,3775,37.738309,10-Oct-12,"37.738309,-122.427785,OK",-122.427785,95,1.0,OK,1,2012,MUO,0
105,"233 LAIDLEY ST, San Francisco, CA",,3534,37.738309,08-Feb-12,"37.738309,-122.427785,OK",-122.427785,5,1.0,OK,1,2012,RTO,0
106,"238 PARIS ST, San Francisco, CA",,991,37.7248019,16-Nov-12,"37.7248019,-122.432916,OK",-122.432916,5,1.0,OK,1,2012,RH-1,0
107,"2397 DIAMOND ST, San Francisco, CA",,1421,37.7384655,23-Jul-12,"37.7384655,-122.43614,OK",-122.43614,12,1.0,OK,1,2012,INNER CLEMENT,0
108,"2418 BALBOA ST, San Francisco, CA",,0322A,37.776583,04-May-12,"37.776583,-122.48492,OK",-122.48492,122,-1.0,OK,185,2012,RC-4,4
109,"2421 16TH ST, San Francisco, CA",,688,37.7654907,27-Nov-12,"37.7654907,-122.4107608,OK",-122.4107608,53,-1.0,OK,109,2012,RM-4,4
110,"246 RITCH ST, San Francisco, CA",,3788,37.7802473,09-Nov-12,"37.7802473,-122.3958055,OK",-122.3958055,59,-1.0,OK,24,2012,MUO,4
111,"2475 BRYANT ST, San Francisco, CA",,1437,37.7548966,12-Oct-12,"37.7548966,-122.4091164,OK",-122.4091164,2,-1.0,OK,5,2012,RM-1,4
112,"248 OCEAN AV, San Francisco, CA",,823,37.723444,19-Jun-12,"37.723444,-122.442083,OK",-122.442083,14,-1.0,OK,3,2012,RH-3,4
113,"25 ELGIN PK, San Francisco, CA",,612,,22-Feb-12,,,32,-1.0,,2,2012,RH-2,4
114,"250 KEARNY ST, San Francisco, CA",,1275,37.79055719999999,20-Mar-12,"37.79055719999999,-122.4038736,OK",-122.4038736,15,-1.0,OK,2,2012,RH-3,4
115,"253 PARKER AV, San Francisco, CA",,477,37.7808052,06-Aug-12,"37.7808052,-122.4543335,OK",-122.4543335,,-1.0,OK,1,2012,RH-2,4
116,"253 SANCHEZ ST, San Francisco, CA",,4039,37.765113,05-Jul-12,"37.765113,-122.430591,OK",-122.430591,14,-1.0,OK,1,2012,RH-2,4
117,"2559 VAN NESS AV, San Francisco, CA",,477,37.7992578,07-Aug-12,"37.7992578,-122.4245097,OK",-122.4245097,,-1.0,OK,1,2012,RH-2,4
118,"259 CHESTER AV, San Francisco, CA",,1417,37.711257,18-Sep-12,"37.711257,-122.4702566,OK",-122.4702566,31,-1.0,OK,1,2012,NC-1,4
119,"260 05TH ST, San Francisco, CA",,915,37.7807483,19-Oct-12,"37.7807483,-122.4043537,OK",-122.4043537,,-1.0,OK,1,2012,RH-2,4
120,"262 MADISON ST, San Francisco, CA",,1023,37.7258725,13-Nov-12,"37.7258725,-122.4225571,OK",-122.4225571,10,-1.0,OK,1,2012,RH-2,4
121,"2645 BALBOA ST, San Francisco, CA",,6077,37.7759349,19-Oct-12,"37.7759349,-122.487368,OK",-122.487368,18,-1.0,OK,1,2012,RH-1,4
122,"268 MADISON ST, San Francisco, CA",,551,37.725722,11-Jan-12,"37.725722,-122.422804,OK",-122.422804,6,-1.0,OK,1,2012,RH-3,4
123,"2701 LARKIN ST, San Francisco, CA",,551,37.8028286,11-Jan-12,"37.8028286,-122.4218429,OK",-122.4218429,6,-1.0,OK,1,2012,RH-3,4
124,"2712 BROADWAY , San Francisco, CA",,4971,,11-Jan-12,,,8,-1.0,,1,2012,RH-1,4
125,"272 BRIGHTON AV, San Francisco, CA",,1436,37.7234709,07-Nov-12,"37.7234709,-122.4550006,OK",-122.4550006,18,-1.0,OK,0,2012,NC-3,4
126,"2721 GOLDEN GATE AV, San Francisco, CA",,4071,37.776807,23-May-12,"37.776807,-122.4555278,OK",-122.4555278,14,-2.0,OK,-2,2012,RM-1,4
127,"277 ARLINGTON ST, San Francisco, CA",,3535,37.7368878,09-Oct-12,"37.7368878,-122.426652,OK",-122.426652,2,-2.0,OK,-2,2012,NCT-3,4
128,"2808 MARKET ST, San Francisco, CA",,3535,37.7615309,09-Oct-12,"37.7615309,-122.4396111,OK",-122.4396111,2,-2.0,OK,-2,2012,NCT-3,4
129,"2810 CLAY ST, San Francisco, CA",,4624,37.790276,25-Jan-12,"37.790276,-122.439744,OK",-122.439744,9,-2.0,OK,-2,2012,RM-1,4
130,"2921 LAGUNA ST, San Francisco, CA",,2750,37.7982706,20-Jun-12,"37.7982706,-122.4308926,OK",-122.4308926,35,-2.0,OK,-2,2012,RH-2,4
131,"2923 HARRISON ST, San Francisco, CA",,4624,37.7506569,25-Jan-12,"37.7506569,-122.411393,OK",-122.411393,9,-4.0,OK,-4,2012,RM-1,4
132,"2986 22ND ST, San Francisco, CA",,4624,37.7559083,25-Jan-12,"37.7559083,-122.4139807,OK",-122.4139807,9,-4.0,OK,-4,2012,RM-1,4
